vertices,Edges,pathlength,time taken,iteration
50,2450,8,10459,1
60,3540,8,14385,1
70,4830,8,18862,1
80,6320,8,23359,1
90,8010,8,28179,1
100,9900,8,34339,1
150,22350,8,70611,1
200,39800,8,121267,1
250,62250,8,185233,1
300,89700,8,262673,1
350,122150,8,353166,1
400,159600,8,456380,1
450,202050,8,565137,1
500,249500,8,698591,1
